"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00009184","황가솥뚜껑삼겹살","001","한식","서울특별시 강남구 논현로30길 36 지하1층(도곡동)","02-578-9043","매봉역 4번 출구에서335m","영업시간 : 09:30~21:30          ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127123200.jpg"
"00009305","현미식당","001","한식","서울특별시 구로구 구로중앙로 17 (구로동)","02-838-6088","null","영업시간 : 10:00~21:00 배달 : x 카드 : 가능 주차 : 2대 가능 ","좋은 식자재로 깨끗하게 음식 제공","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923094246.jpg"
"00009858","초밥사랑정스","003","경양식/일식","서울특별시 관악구 조원로16길 27","0507-1448-3880","","영업시간 : 11:30~21:00 휴무일  매주 일요일 휴무: 카드 : 가능 주차 : 불가","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230731133606.jpg"
"00009306","생오리 회전 숯불구이, 왕갈비탕","001","한식","서울특별시 동작구 사당로14가길 8 (사당동)","525-4491","null","저렴한 가격, 깨끗한 위생 ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923094120.jpg"
"00009355","순대국밥","001","한식","서울특별시 강남구 도곡로 516 지하1층 3호","02-539-5163","대치역 3번출구에서 10분(700m)","영업시간 :10:30~21:00       ","수입김치 쓰지않고 직접 담금","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127122703.jpg"
"00009385","맛찬","001","한식","서울특별시 강남구 개포로 615 석탑프라자 지하1층 106호","02-459-8478","null","영업시간 :10:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능(1대) 홈페이지 주소 : 전자우편주소 : 기타 :     ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200513132743.jpg"
"00009519","판도라","005","이미용","서울특별시 서울 강서구 마곡서1로 115-1","0507-1366-3693","신방화역 5번 출구에서115m","영업시간 : 10:00~20:00   ","청소년(학생) 할인으로 학생들이 많이 이용하고 있음","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230202133649.JPG"
"00010182","신촌설렁탕","001","한식","서울특별시 서울 동대문구 경희대로 20","02-966-2002","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240625140829.jpg"
"00009380","미도한우마을","001","한식","서울특별시 강남구 삼성로 38 개포빌딩 108호","02-557-3232","null","영업시간 : 9:30~21:30 좌석수 : 휴무일 : 배달 :자체건물만 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200513132804.jpg"
"00009304","금옥이네","001","한식","서울특별시 동작구 노량진로6길 18 (노량진동)","02-816-3007","노량진역 6번 출구에서400m","매일 07:00 - 21:00 휴무 : 일요일  ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923093956.jpg"
"00009445","수미용실","005","이미용","서울특별시 서울시 금천구 탑골로 6-1(시흥동)","02-896-8960","　","　","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220609091801.jpg"
"00009359","비바비보 앤 호프","004","기타외식업","서울특별시 강남구 논현로136길 5-3 지상1층 103호","0507-1325-5982","학동역 8번 출구에서253m","영업시간 :11:00~21:00  주말 휴무          ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190924140025.jpg"
"00009586","동가보쌈","001","한식","서울특별시 서울 동작구 성대로6길 10","02-3280-3023","null","저렴한 가격, 깨끗한 위생 ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220426154134.jpg"
"00009795","우동이랑짜장이랑","002","중식","서울특별시 관악구 양녕로 19","없음","null","영업시간 : 10:30~21:00 카드 : 가능 주차 : 불가","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630174206.PNG"
"00009471","진선미미용실","005","이미용","서울특별시 도봉구 덕릉로59바길 25(창동)","","","영업시간 :09:30-20:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :","내부가 깔끔하고 저렴한 가격으로 커트가 가능","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009048","망원동수창골","001","한식","서울특별시 0507-1421-3230","02-322-3230","망원역 2번 출구에서388m","매일 11:00-22:00 휴무 : 매주화요일　      ","청결, 친절, 공기밥 무한리필","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170203115423.jpg"
"00009381","팔팔한상","001","한식","서울특별시 강남구 밤고개로1길 10 ","02-451-1550","null","영업시간 :11:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :     ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200513132842.jpg"
"00009472","더헤어","005","이미용","서울특별시 도봉구 도당로9길 37(방학동)","","null","영업시간 : 12:30-20:00  좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","학교 근처에 위치해 있고 인테리어가 깔끔하고 싼 가격에 커트가 가능","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727144222.jpg"
"00009390","추억의 통치킨","004","기타외식업","서울특별시 서울 관악구 난곡로26길 39, 101호","02-851-5908","난곡동주민센터에서 도보 5분","영업시간 : 17:30 ~ 23:30  기타 : 통치킨 포장은 8,500원이며 홀에서 먹을시 9,000원 ","2017. 보건소 관내 치킨업소 대상 깨끗한 기름검사 13위","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200709114009.jpg"
"00009272","미시간모텔","008","숙박업(호텔,여관)","서울특별시 종로구 난계로29길 43 (숭인동)","02-2252-0820","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","숙박료가 지역평균가보다 10%이상 저렴","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009373","추억순대국전문점","001","한식","서울특별시 관악구 신림로26길 11 (신림동)","02)877-3885","서울대벤처타운역 1번출구에서 도보 2분","영업시간 : 10:00~22:00 좌석수 : 20석 이상 제로페이 가능   ","주메뉴인 순대국 지역 평균가 이하","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220718175919.jpg"
"00009628","오늘우리집비어","001","한식","서울특별시 서울 중랑구 용마산로115길 109, 지1층","0507-1469-0613","망우역 1번 출구에서286m 한일써너스빌 2단지 지1층","영업시간 : 24시간 휴무일 : 연중무휴 ","저렴한 가격으로 한식을 판매함.","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220725161753.png"
"00009790","씬챠호","003","경양식/일식","서울특별시 관악구 대학길 52 CU편의점 옆 지하","02-874-8745","","영업시간 : 11:00~21:00 휴무일 : 매주 일요일 카드 : 가능 주차 : 불가","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630171824.PNG"
"00009909","초가집","001","한식","서울특별시 용산구 보광로 46(보광동)","02-795-2409","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019173943.JPG"
"00009352","육천중국요리","002","중식","서울특별시 강남구 역삼로 37길 11","02-568-2250","역삼역 1번 출구에서743m","영업시간 :11:00~21:00    ","시원하고 맛있는 칡냉면, 저렴한 가격","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190924132630.jpg"
"00009500","북한강민물고기매운탕","001","한식","서울특별시 서울 노원구 동일로192길 30, 1층","02-948-5355","공릉역 2번 출구에서193m","영업시간 : 11:00~23:00 휴무일 : 매주 월요일     ","내부 시설이 깨끗하고 사장님이 친절하며 매운탕 맛이 좋음","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20210714144658.jpg"
"00009131","대영식당","001","한식","서울특별시 강남구 강남대로62길 30  (역삼동)","02-566-1373","양재역 3번 출구에서839m","영업시간 : 11:00~15:00/17:00~20:00 휴무 : 토,일        ","신선한 재료를 엄선하여 만드는 착한가게","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200129104918.jpg"
"00009276","이모네식당","001","한식","서울특별시 관악구 봉천로 575-1 (봉천동)","02-872-1233","낙성대입구역 4번 출구에서 도보 5분거리 ","영업시간 : 11:00 ~22:00     ","집밥느낌 식당, 점심 가정식 한식뷔페 5,000원","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220718173621.jpg"
"00009287","통삼겹구이 6900","001","한식","서울특별시 동작구 보라매로 93 (신대방동)","02-826-9285","신대방삼거리역 2번 출구에서223m","매일 14:00 - 01:00   ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923091612.jpg"
"00009122","종로식당","001","한식","서울특별시 서울 광진구 아차산로 324","02-457-2411","　","      ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180426151853.JPG"
"00009022","무릉도원","001","한식","서울특별시 구로구 구로동로28길 64-12 (구로동, 남촌홈타운)","02-857-2111","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","가격이 저렴하고 청결함","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20160926120402.jpg"
"00009297","전라도 시래기국밥","001","한식","서울특별시 동작구 여의대방로24길 97 (대방동)","821-5202","null","저렴한 가격, 깨끗한 위생 ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923093131.jpg"
"00009610","카페매일이기념일","004","기타외식업","서울특별시 서울 도봉구 우이천로24길 69","","지하철-쌍문역 3번출구 도보5분","영업시간 :12:00~20:00 휴무일 :월요일  홈페이지 주소 :www.instagram.com/e.d_anniversary_cafe           ","'공간 인테리어가 깔끔하고 청결하며  타카페보다 가격이 저렴함.' ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220721152534.jpg"
"00009354","서평기사식당","001","한식","서울특별시 강남구 개포로 646 지상1층 2호","02-2226-1005","null","영업시간 :08:00~23:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190924133546.jpg"
"00009047","웨스턴후라이드라이스","004","기타외식업","서울특별시 마포구 홍익로 6길 4","02-336-7892","홍대입구역 9번 출구에서176m","　   ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170203114956.jpg"
"00009109","남자들의 세상","005","이미용","서울특별시 금천구 독산로 45 (시흥동)","070-4133-7322","　","영업시간 : 10:00~19:00       ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180302135444.jpg"
"00009176","형제해장국","001","한식","서울특별시 노원구 동일로 1106, 1층 일부(공릉동)","02-979-5309","null","영업시간 : 06:00~22:00 휴무일 : 일요일 배달 : 불가 주차 : 어려움  ","가격이 저렴하고, 사장님께서 친절하심","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180122113123.jpg"
"00009365","일광세탁소","007","세탁","서울특별시 중구 다산로33다길 29 (신당동)","02-2239-6492","성동글로벌경영고등학교 큰길 건너편  (제이원할인마트 근처)","(2022년 5월 기준) ○ 영업시간 : 08:00~21:00 ○ 배달 : 불가 ○ 주차 : 가능","우리동네 터줏대감 세탁소 세탁이든 수선이든 맡겨만 주세요~~","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511193945.jpg"
"00009366","거북아버지는이발사","005","이미용","서울특별시 중구 다산로44길 34 (신당동)","02-2252-9879","신당역 4번 출구 근처","(2022년 5월 기준) ○ 영업시간 : 08:00~20:00  (휴무일 : 매주 목요일) ○ 카드 가능, 제로페이 가능 ○ 주차 : 불가 ○ 기타: 염색은 현금결제 시 400원 할인(15,400원→15,000원)    ","아버지와 아들이 함께 운영하는 부자이발소.  두 사람의 경력을 합치면 약93년! 무슨 말이 필요하겠어요~^^","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220503162318.jpg"
"00009370","속초집","001","한식","서울특별시 중구 퇴계로6길 3-6 (회현동1가)","02-775-2226","회현역 티마크그랜드 뒤편  (강화군제2장학관 지하)","(2022년 5월 기준) ○ 영업시간 :   ○ 좌석수 :  ○ 배달 :  ○ 주차 :  ○ 기타:  예약 가능, 카드 가능 ","이미 모범업소로도 지정된 싱싱하고 깔끔한 식재료를 고집하는 가게입니다.  탕의 국물이 매우 맛깔납니다!","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511202656.jpg"
"00009686","서가네 쌈밥","001","한식","서울특별시 서울 광진구 면목로17길 40","02-432-3937","null","　   ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209161919.jpg"
"00009070","세아이용원","005","이미용","서울특별시 강동구 올림픽로80길 44,104 (천호동)","없음","null","영업시간 : 좌석수 : 4석 예약 : 가능  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170829093053.JPG"
"00009348","사랑의 도시락","001","한식","서울특별시 강남구 강남대로94길 55 2층","02-557-1733","역삼역 4번 출구에서369m","영업시간 : 11:00-20:00        ","매일 반찬, 국 등 메뉴를 새롭게 선보임 신선한 재료를 사용하여 집밥같은 최고의 손맛 자랑","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200902105921.jpg"
"00009371","대청마루","001","한식","서울특별시 중구 퇴계로44길 16 (필동2가)","02-2285-2650","충무로역 1번 출구 근처(SK주유소 뒤편)","(2022년 5월 기준) ○ 영업시간 : 10:00~23:00 (휴무일: 일요일) ○ 배달 : 불가 (인근 도보로만 가능) ○ 주차: 불가 ○ 기타: 예약 가능, 카드 가능   ","주머니가 가벼운 인근 대학생들을 위해  저렴한 가격으로 음식을 제공하는 정감있는 가게입니다. ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511154818.jpg"
"00009260","그린미용실","005","이미용","서울특별시 강서구 월정로30길 47 (화곡동)","02-2697-6254","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 가능 카드 : 불가 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :","친절 및 업소 청결 동네에서 많은 손님 유지","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009098","진미식당","001","한식","서울특별시 금천구 가산로3길 25 (독산동)","02-869-7774","독산역 1번 출구에서982m","영업시간 : 06:00~21:00    ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914135727.png"
"00009128","만두랑","001","한식","서울특별시 강남구 역삼로19길 29 (역삼동)","02-557-9397","역삼역 2번 출구에서456m","영업시간 : 11:00~20:00 브레이크타임 : 15:00-17:00 휴무 : 토,일        ","20년 경력의 손만두 전문점","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20171011151109.jpg"
"00009090","참치킹","001","한식","서울특별시 금천구 벚꽃로 298, 대륭포스트타워6차 (가산동)","02-2083-8885","가산디지털단지역 3번 출구에서15m","영업시간 : 10:00~22:00         ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914134350.png"
"00009251","양평해장국","001","한식","서울특별시 강남구 논현로12길 19-7 1층(개포동)","02-578-4464","null","영업시간 : 07:30~20:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 가능(2대) 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190218104340.jpg"
"00010151","짬뽕나라","002","중식","서울특별시 서울 영등포구 가마산로65길 9","02-836-4626","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00009705","잠원정육도시락","001","한식","서울특별시 서울 서초구 잠원로4길 33-2","02-535-0310","잠원역 3번 출구에서7m","영업시간 : 10:00~20:00(라스트오더 19:50) 정기휴무(매주 일요일) 배달 : 가능 예약 : 가능 주차 : 발렛파킹 기타 : 제로페이    ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230213170915.jpg"
"00009213","백미사 세탁소","007","세탁","서울특별시 중구 퇴계로90길 49 (신당동)","02-2252-5885","신당제5동 우리동네관리사무소 아래쪽(성동고등학교 오른쪽길 120미터)","○ 영업시간 : 08:00~22:00 (휴무일: 매주 일요일)  ○ 배달 : 가능 ○ 주차 : 불가능 ○ 기타: 카드 가능, 예약 가능 ","세제와 물을 수시교체하고 2번 이상 세탁하여 깔끔한 세탁 서비스를 제공합니다.  30년 전통!  99년대 개업한 아버지와 아버지로부터 경영수업을 받은 아들이 함께 운영하고 있습니다.  ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511145819.jpg"
"00009064","포천이동갈비촌","001","한식","서울특별시 관악구 신원로 40-12 (신림동)","02-884-7109","신림역 삼모타워 맞은편 골목으로 진입","영업시간 : 11:00 ~ 24:00 좌석수 : 400석 휴무일 :  배달 : 불가 예약 : 가능 카드 : 가능 주차 : 협소(2대) 기타 :    ","▷좋은 육질의 고기를 저렴한 가격으로 많은 양을 제공 ▷20년 전통의 맛집","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170705105527.jpg"
"00009673","보리랑","001","한식","서울특별시 서울 동대문구 답십리로51길 20-2 (답십리동)","02-3390-4980","답십리 사거리, 답십리시장 내, 청솔우성아파트 후문 인근","","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230131143453.jpg"
"00009837","같이가치 정릉덮밥","001","한식","서울특별시 서울 성북구 솔샘로6길 62","070-8954-7788","","영업시간 : 10:00~23:00(브레이크타임 15시~18시)","소상공인협동조합 비영리법인으로 이익보다는 지역 환원 차원에서 설립된 지점으로 청소년이 혼밥하기 좋은 덮밥컨셉의 점포임. 정릉3동 청소년 매월 30명 무료쿠폰 발급","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230726131803.jpg"
"00009092","현대세탁","007","세탁","서울특별시 금천구 범안로17길 23 (독산동)","02-804-1477","독산역 1번 출구에서573m","영업시간 : 08:00~21:00    ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914134725.png"
"00009230","풍경한식","001","한식","서울특별시 강남구 광평로47길 17 (수서동, 신동아아파트) ","02-3411-0005","수서역 1번 출구에서132m","영업시간 :06:00~20:30   ","좋은 식재료로 집밥같은 메뉴제공","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180927104354.jpg"
"00009402","그냥밥집","001","한식","서울특별시 서울특별시 중구 퇴계로12길 53","02-778-7973","회현역(남대문시장) 1번 출구 근처","(2022년 5월 기준) ○ 영업시간 :  11:00 ~ 22:00 (휴무일: ) ○ 좌석수: ○ 배달 :  ○ 주차 :  ○ 기타:  예약 가능, 카드 가능 ","신선한 재료와 건강한 식단 제공을 목표로 운영하고 있는  맛있는 그냥밥집 방송국에서 돈쭐내러 온 착한 가게입니다. ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511203458.jpg"
"00009687","서승미헤어","005","이미용","서울특별시 서울 광진구 용마산로24길 6","02-456-0773","null","매일 09:00 - 21:00   ","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209162233.jpg"
"00009403","정원설렁탕(민속의집)","001","한식","서울특별시 서울특별시 중구 중림로 11","02-312-0643","2호선 충정로역(경기대입구) 5번 출구 근처 중림동삼성아파트 맞은 편에 위치","(2022년 5월 기준) ○ 영업시간 :  05:30 ~ 22:00 (휴무일: ) ○ 배달 : 불가(포장주문은 가능) ○ 주차 : 불가 ○ 기타:  예약 가능, 카드 가능   ","국내산 식자재를 사용하여 만든, 국물이 진한 설렁탕 맛집입니다. ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220512105033.jpg"
"00009404","남도한식-정든님고운님","001","한식","서울특별시 서울특별시 중구 세종대로14길 22-5","02-775-0038","시청역 7번 또는 8번 출구에서 1분 거리 (소공동 우체국 뒤 북창동 골목)","(2022년 5월 기준) ○ 영업시간 :  10:00 ~ 22:00 ○ 좌석수 :  ○ 배달 : 가능(쿠팡이츠) ○ 주차 : 불가 ○ 기타:  예약 가능, 카드 가능 ","벌교 참꼬막과 병어조림, 간장게장 등이 유명한 남도 토속음식 전문점입니다. 매생이, 서대, 우럭, 전복 등 남해안에서 공수해오는 해산물로 차려낸 한상 코스 한정식이 대표메뉴입니다. ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220512101649.jpg"
"00009405","새라가비","013","기타서비스업","서울특별시 서울특별시 중구 중림로 50","02-392-6067","7017서울로 중림동 방면 출구 건너편(만리동광장 근처)","(2022년 5월 기준) ○ 영업시간 :  08:30 ~ 18:00 (휴무일: 토,일요일) ○ 배달 : 불가 ○ 주차 : 불가 ○ 기타:   카드 가능  ","착한가격, 원두도 좋은 것을 사용하는 가성비 테이크아웃 전문 카페","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220512103119.jpg"
"00009198","세종원","002","중식","서울특별시 광진구 광나루로 373, 1층 (군자동)","02-499-1800","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","위생모범업소","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180426152250.JPG"
"00009215","장충동한방왕족발","001","한식","서울특별시 중구 퇴계로85길 6-2 (황학동)","02-2231-0242","황학동 서울중앙시장 내","(2022년 5월 기준) ○ 영업시간 : 10:00~24:00 (휴무일: 명절) ○ 좌석수 : 10명 ○ 배달 : 불가 (포장주문은 가능) ○ 주차 : 불가 ○ 기타: 예약 가능, 카드 가능 * 인근 황학동 시장의 돼지고기 수급이 원활한 장점 덕분에 재료가 신선합니다.     ","수 년간 배우고 연구하여 족발의 잡내를 없애는 노하우를 터득 개업 시부터 지금까지도 꾸준히 맛을 향상시킴으로써 중앙시장의 맛있고 저렴한 먹거리로 자리매김","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220503163644.jpg"
"00009150","소돈","001","한식","서울특별시 서대문구 응암로 69 (북가좌동)","070-8289-8573","증산역 2번 출구에서742m","　  ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20211210153046.jpg"
"00009446","포스트푸드","001","한식","서울특별시 금천구 디지털로 9길 68  B106~111호","02-2624-3939","가산디지털단지역 3번 출구에서238m","　","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220609091502.jpg"
"00009395","고기마을","001","한식","서울특별시 강남구 남부순환로 2917 청실상가 105","02-501-5254","대치역 1번 출구에서259m","영업시간 :16:00~20:00 ","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200831134039.jpg"
"00009027","수유시골집","001","한식","서울특별시 강북구 도봉로 328 (번동), 가든타워 지하 31호","02-990-4343","화계역 1번 출구에서435m 수유역 3,4번 출구 지하 방면 가든타워빌딩 연결","영업시간 : 8시 ~21시 휴무일 : 매주 일요일         ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170808161715.JPG"
"00009086","맛순이순대국감자탕","001","한식","서울특별시 금천구 가산로5길 72, 1층 103호 (가산동)","02-861-0758","null","영업시간 : 10:00~23:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914133451.png"
"00009338","외출준비 미용실","005","이미용","서울특별시 동작구 서달로10길 28 (흑석동)","816-1160","null","저렴한 가격, 깨끗한 위생 ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923103308.jpg"
"00009341","동원 이발소","005","이미용","서울특별시 동작구 동작대로27다길 41 (사당동)","02-536-3411","　총신대입구(이수)역 10번 출구에서106m","07:00~19:00  휴무 : 화요일","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923103659.jpg"
"00009052","영동우동","001","한식","서울특별시 강남구 도곡로7길 28 (역삼동)","02-555-6858","null","영업시간 : 10:00~22:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170208123450.jpg"
"00009551","실비촌","001","한식","서울특별시 동작구 여의대방로 250, 105호(대림쇼핑타운)","02-816-5595","서울지방병무청역 1번 출구에서371m","저렴한 가격, 깨끗한 위생 ","저렴한 가격, 깨끗한 위생","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230202141154.JPG"
"00009660","더플레이스공간","003","경양식/일식","서울특별시 서울 마포구 백범로 152","02-702-2007","공덕역 1번 출구로 나와 직진 도보 145M","영업시간 : 11:00~21:30 좌석수 :  휴무일 : 주말(토,일) 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : https://www.instagram.com/theplace_GongGan  ","키덜트 소품 가득한 공간에서 즐기는 가성비 좋은 식사","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230118100040.jpg"
"00009369","진달래 시래기","001","한식","서울특별시 중구 퇴계로12길 60 (회현동1가)","02-752-1208","4호선 회현역(남대문) 1번 출구에서 중구회현체육센터 가기 전","(2022년 5월 기준) ○ 영업시간 :  ○ 좌석수 : 20석 ○ 기타:  예약 가능, 카드 가능 ","집밥이 그리울 때 찾아가는 착한 식단 맛집 효사랑가게로 지역 어르신들께도 봉사하는 '착한' 가게입니다. ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511202054.jpg"
"00009054","강남본돼지갈비","001","한식","서울특별시 강남구 개포로22길 27 (개포동)","02-575-3792","null","영업시간 : 11:00~24:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :       ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170404102516.jpg"
"00009572","황태사랑","001","한식","서울특별시 강남구 테헤란로 322 지하2층","02-2183-1005","선릉역 4번 출구에서146m","영업시간 : 07:30~19:00   ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20211213110349.jpg"
